feature_set,model_group,method,horizon_path,horizon_field,error,horizon_seconds
motion_yaw,lstm,lstm_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,err_2p5s,0.6361540407908085,2.5
motion_yaw,lstm,lstm_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,err_3p0s,0.797306061967323,3.0
motion_yaw,lstm,lstm_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,err_3p5s,0.965924535594571,3.5
motion_yaw,lstm,lstm_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,err_4p0s,1.1514558607595973,4.0
motion_yaw,lstm,lstm_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,err_4p5s,1.3634264809264671,4.5
motion_yaw,lstm,lstm_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,err_5p0s,1.581951834146325,5.0
motion_yaw,lstm,lstm_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,err_5p5s,1.830319987520025,5.5
motion_yaw,lstm,lstm_hidden_128_layers_1,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,err_6p0s,2.1070375389191955,6.0
motion_yaw,lstm,lstm_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,err_0p5s,0.1243887425824099,0.5
motion_yaw,lstm,lstm_hidden_128_layers_2,/workspaces/nuscenes_trajectory_demo/outputs/results_motion_yaw/lstm/lstm_horizon_errors.csv,err_1p0s,0.2315285457814918,1.0
